titel,name,email,zugang,quelle,status,link
Tourismuskaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-tourismuskauffrau-tourimuskaufmann/?utm_campaign=weiterbildung&utm_source=kursnet
"Betreuungskraft nach §§ 43b, 53b SGB XI mit Computer-Grundlagen und MS Word",IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,"<p>Sie müssen sich in einem mindestens fünftägigen Praktikum VOR Beginn des Kurses erproben. Hier sollen Sie als Interessent herausfinden, ob Ihnen die Arbeit mit demenzerkrankten, körperlich beeinträchtigten oder geistig behinderten Menschen Freude bereitet. Computer-Grundlagen sind in diesem Cluster nicht erforderlich, gute sprachliche Verständigung in Deutsch sollten Sie mitbringen.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>",bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/Z-P-2603-4?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=Z-P-2603-4
Vorbereitungskurs kaufmännische / betriebswirtschaftliche Umschulung inkl. Eignungsfeststellung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-kaufmaennische-betriebswirtschaftliche-umschulung-eignungsfeststellung/?utm_campaign=weiterbildung&utm_source=kursnet
Betreuungsassistent mit eingeschränkter Alltagskompetenz nach §53b SGB XI inkl. optionalem Zusatzmodul Schwesternhelfer / Pflegehelfer,TERTIA Berufsförderung GmbH & Co. KG,schnittstelle@tertia.de,keine Angabe,bildungsanbieter,not sent,https://www.tertia.de/tobi_betreuungsassistentin/
staatlich anerkannte Erzieherin / staatlich anerkannter Erzieher sowie Bachelor Professional in Sozialwesen,Evangelische Fachschule für Sozialpädagogik der Stiftung Großheppacher Schwesternschaft,,keine Angabe,bildungsanbieter,not sent,http://www.fachschule-sozialpädagogik.de
Fachpraktiker/-in im Hochbau,Dr. P. Rahn & Partner Schulen in freier Trägerschaft Rehabilitationsbereich Halle,berufsbildung-halle@rahn.education,keine Angabe,bildungsanbieter,not sent,http://www.rahn.education/Reha-Halle
Grundlagen für Wirtschafts- und Dienstleistungsberufe,WBS TRAINING SE,info@wbstraining.de,<p>abgeschlossene Berufsausbildung oder mehrjährige Berufserfahrung (für Teilnehmende ohne formalen Berufsabschluss)</p>,bildungsanbieter,not sent,https://www.wbstraining.de/kn/grundlagen-wirtschafts-dienstleistungsberufe/
Industriekaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-industriekauffrau-industriekaufmann/?utm_campaign=weiterbildung&utm_source=kursnet
"Alltagsbegleiter - Betreuungskraft nach § 43b, 53c SGB XI",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/alltagsbegleiter-betreuungskraft-43b-53c/?utm_campaign=weiterbildung&utm_source=kursnet
Nachprüfungsvorbereitung der Umschulung Industriekaufmann/-frau,WBS TRAINING SE,info@wbstraining.de,<p>Die Zulassungsvoraussetzungen für die Abschlussprüfung müssen erfüllt sein (z. B. durch Absolvieren des Praktikums und Lerninhalte der AO).</p>,bildungsanbieter,not sent,https://www.wbstraining.de/kn/nachpruefung-umschulung-industriekaufmann/
Vorbereitung auf eine Mediengestalter-Umschulung - Schwerpunkt: Tools in der Mediengestaltung - Kompakt,PersonaPlan GmbH,schulung@personaplan.de,"<p>Besondere Teilnahmevoraussetzungen sind nicht nötig, da die konkreten Inhalte und Schwerpunkte individuell auf jeden Teilnehmer, seinen Bedarf und seine Vorkenntnisse abgestimmt werden.</p>",bildungsanbieter,not sent,https://personaplan.de/online-akademie-viona/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-X-4411-1#/kurs-fuer-arbeitssuchende/ZU-X-4411-1
Erwerb von Grundkompetenzen - Excel lernen,bfw - Unternehmen für Bildung.,meinkurs@bfw.de,<p>Beratungsgespräch beim bfw</p>,bildungsanbieter,not sent,
"Kaufmann, Kauffrau für Marketingkommunikation - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kaufmann-kauffrau-marketingkommunikation/?utm_campaign=weiterbildung&utm_source=kursnet
"Betreuungskraft nach §§ 43b, 53b SGB XI",WBS TRAINING SE,info@wbstraining.de,"<p>Für die Teilnahme benötigst du ein eintragsfreies, polizeiliches Führungszeugnis. Wir empfehlen außerdem Deutschkenntnisse auf Niveau B1 (idealerweise B2) in Wort und Schrift, damit du dem Unterricht folgen, Dokumentation verstehen und sicher mit Patient:innen und im Team kommunizieren kannst.​<br/>Für das Praktikum sind Impf- bzw. Immunitätsnachweise gemäß Infektionsschutzgesetz erforderlich (z. B. Masern, Mumps, Röteln, Pertussis, Poliomyelitis, Diphtherie, Hepatitis A und B). Die konkret notwendigen Nachweise stimmst du direkt mit deiner Praktikumseinrichtung ab.​<br/>Hinweis: In einigen Bundesländern, z. B. Brandenburg, wird der Abschluss als Pflegehelfer:in nicht in allen Einrichtungen anerkannt. Kläre daher vor Beginn der Weiterbildung mit deinem gewünschten Arbeitgeber, ob der Abschluss für die angestrebte Tätigkeit akzeptiert wird.</p>",bildungsanbieter,not sent,https://www.wbstraining.de/kn/betreuungskraft-43b-53b-sgb-xi/
Immobilienkaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-immobilienkaufmann-immobilienkauffrau/?utm_campaign=weiterbildung&utm_source=kursnet
Erwerb von Grundkompetenzen - Grundwissen Mathematik (Anwendung von Zahlen & Zins- und Prozentrechnung),Berger Bildungsinstitut GmbH,anfrage@berger-bildung.de,<p>An der Maßnahme können Teilnehmer mit unterschiedlichen Zugangsvoraussetzungen teilnehmen. Bestimmte berufliche Vorkenntnisse oder Erfahrungen sind für die Teilnahme an der Maßnahme nicht erforderlich. <br/>Ausnahmeregelungen erfolgen in Abstimmung mit dem JC/der Arbeitsagentur oder der optierenden Kommune. Grundlegende Deutschsprachkenntnisse (Niveau A2 GER) werden vorausgesetzt.</p>,bildungsanbieter,not sent,https://berger-bildungsinstitut.de/viona?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=S-2368-D-6#/kurs-fuer-arbeitssuchende/S-2368-D-6
Nachprüfungsvorbereitung der Umschulung Personaldienstleistungskaufmann/-frau,WBS TRAINING SE,info@wbstraining.de,<p>Die Zulassungsvoraussetzungen für die Abschlussprüfung müssen erfüllt sein (z. B. durch Absolvieren des Praktikums und Lerninhalte der AO).</p>,bildungsanbieter,not sent,https://www.wbstraining.de/kn/nachpruefung-umschulung-personaldienstleistung/
Sport- und Fitnesskaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-sport-fitnesskauffrau-fitnesskaufmann/?utm_campaign=weiterbildung&utm_source=kursnet
Vorbereitung auf eine IT-Umschulung - Schwerpunkte: Vorbereitung der drei IT-Grundlagenfächer,IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2 und Englisch B1.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>,bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/ZU-E-4004-1?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=ZU-E-4004-1
Vorbereitungskurs auf eine Umschulung/Ausbildung im IT-Bereich,IAL Institut für angewandte Logistik GmbH,bloehdorn@ial.de,<p>Persönliches Beratungsgespräch. Motivation und Interessen an der IT.</p>,bildungsanbieter,not sent,https://www.ial.de/kursliste/vorbereitungskurs-im-it-bereich/
"Alltagsbegleiter - Betreuungskraft nach § 43b, 53c SGB XI",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/alltagsbegleiter-betreuungskraft-43b-53c/?utm_campaign=weiterbildung&utm_source=kursnet
Vorbereitungskurs auf eine medieninformationstechnische Umschulung inkl. Eignungsfeststellung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-medieninformationstechnische-umschulung-eignungsfeststellung/?utm_campaign=weiterbildung&utm_source=kursnet
Haushaltsdienstleistung/häusliche Pflege,bfz Alpenvorland,info-avl@bfz.de,"<p>- Positive Haltung gegenüber kranken, behinderten und alten Menschen<br/>- Teamfähigkeit<br/>- Praktikum in einer Pflegeeinrichtung vor Lehrgangsbeginn<br/>- sichere Deutschkenntnisse (A2) in Wort und Schrift<br/>- Geduld und eine positive Grundeinstellung gegenüber zu pflegenden Personen</p>",bildungsanbieter,not sent,https://www.bfz.de/kurs/eca-90953
"Betreuungskraft nach §§ 43b, 53b SGB XI mit Zusatzqualifikation Demenz verstehen",IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,"<p>Teilnehmende sollten soziale Kompetenz, Empathie-Fähigkeit, hohe Belastbarkeit sowie Wahrnehmungsfähigkeit und Beobachtungsgabe aufweisen. Sie müssen sich in einem mindestens fünftägigen Praktikum VOR Beginn des Kurses erproben. Hierbei finden Sie heraus, ob Ihnen die Arbeit mit demenzerkrankten, körperlich beeinträchtigten oder geistig behinderten Menschen Freude bereitet. Computer-Kenntnisse sind unbedingt sicherzustellen. Die Deutschkenntnisse sollten sich auf muttersprachlichem Niveau bewegen (mind. Niveau B2 - ggf. Einstufungstest).</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>",bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/Z-P-7120?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=Z-P-7120
Betreuungskraft mit PC- Grundlagen und Berufssprache Deutsch,bfw - Unternehmen für Bildung.,meinkurs@bfw.de,"<p>Beratungsgespräch beim bfw,Orientierungspraktikum in einer Pflegeeinrichtung (mind. 40 Stunden)</p>",bildungsanbieter,not sent,
Erwerb von Grundkompetenzen - Grundwissen Mathematik (Anwendung von Zahlen & Zins- und Prozentrechnung),Berger Bildungsinstitut GmbH,anfrage@berger-bildung.de,<p>An der Maßnahme können Teilnehmer mit unterschiedlichen Zugangsvoraussetzungen teilnehmen. Bestimmte berufliche Vorkenntnisse oder Erfahrungen sind für die Teilnahme an der Maßnahme nicht erforderlich. <br/>Ausnahmeregelungen erfolgen in Abstimmung mit dem JC/der Arbeitsagentur oder der optierenden Kommune. Grundlegende Deutschsprachkenntnisse (Niveau A2 GER) werden vorausgesetzt.</p>,bildungsanbieter,not sent,https://berger-bildungsinstitut.de/viona?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=S-2368-D-6#/kurs-fuer-arbeitssuchende/S-2368-D-6
Technische Hilfskraft für den IT-Bereich inklusive technischem Englisch,GFN GmbH,kursnet-beratung@gfn.de,<ul><li>Gute Deutschkenntnisse</li><li>Ausreichende Englischkenntnisse</li><li>Grundkenntnisse in Microsoft Office und Erfahrungen mit Internet-Browsern</li><li>Teilnahme an einem unverbindlichen Beratungsgespräch</li></ul>,bildungsanbieter,not sent,https://www.gfn.de/esther/?itn=KN-V546-30&utm_source=kursnet&utm_medium=portal&utm_campaign=KN-LINK-MOD&utm_term=Heidelberg&utm_content=KN-V546-30
"Berufsoberschule II, Technik (Fachgebundene Hochschulreife)",David Roentgen Schule Neuwied,,<p>Voraussetzung für die Aufnahme in die Berufsoberschule II ist<br/></p><ul><li>die Fachhochschulreife </li></ul><h4>und </h4><ul><li>eine mindestens zweijährige abgeschlossene Berufsausbildung </li></ul><p>oder <br/></p><ul><li>ein als gleichwertig anerkannter Abschluss.</li></ul>,bildungsanbieter,not sent,https://www.drsneuwied.de/index.php/bildungsangebote/allgemeine-hochschulreife/berufsoberschule-2
Vorbereitung auf eine IT Umschulung,bfz Kempten,info-ke@bfz.de,<p>- Grundlegende Fähigkeiten in der Bedienung des PC (Windows und Word Grundlagen)<br/>- Deutsch in Wort und Schrift (mind. B2)</p>,bildungsanbieter,not sent,https://www.bfz.de/kurs/eca-92600
Vorbereitungskurs kaufmännische / betriebswirtschaftliche Umschulung inkl. Eignungsfeststellung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-kaufmaennische-betriebswirtschaftliche-umschulung-eignungsfeststellung/?utm_campaign=weiterbildung&utm_source=kursnet
Grundkompetenzen für PC-Anwendungen,Bildungswerk der Niedersächsischen Wirtschaft,info@bnw.de,<p>- ausreichendes Sprachniveau (mind. B2)<br/>- Grundlegende Fähigkeiten in der Bedienung des PC</p>,bildungsanbieter,not sent,
Fachinformatiker Systemintegration - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Abgeschlossene Ausbildung oder ausreichende Berufspraxis im kaufmännischen oder im gewerblich-technischen Bereich oder ein Studium bzw. ein abgebrochenes Hochschulstudium sowie Rehabilitanden:innen aus unterschiedlichen Berufsbereichen.</li><li> Affinität für den IT-Bereich.</li><li> Analytisches Denkvermögen wünschenswert.</li><li> Deutsch in Wort und Schrift.</li><li> Grundkenntnisse in Englisch.</li><li> Ein internes Auswahlverfahren im Rahmen eines Fachgesprächs ist mit &quot;gut geeignet&quot; zu bestehen.</li></ul><p>Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers, Ausnahmen sind in Absprache mit dem COMCAVE.COLLEGE® und dem Kostenträger möglich.<br/>Die beruflichen und schulischen Zugangsvoraussetzungen werden anhand von Lebenslauf, Zeugnissen und Zertifikaten sowie ggf. eines zusätzlichen schriftlichen Eignungstests im Rahmen eines ausführlichen persönlichen Fachgespräches geprüft.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-fachinformatiker-systemintegration/?utm_campaign=weiterbildung&utm_source=kursnet
"Vorbereitung auf eine Umschulung (kaufmännisch, Lagerlogistik, Schutz und Sicherheit) mit Einführung in die Buchführung",TÜV Rheinland Akademie GmbH,servicecenter@de.tuv.com,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2.</p>,bildungsanbieter,not sent,https://www.viona.online/kursdetail/zu-k-4047?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-K-4047-1_T%C3%9CV_RLA
Erwerb von Grundkompetenzen,IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,<p>An der Maßnahme können Teilnehmer mit unterschiedlichen Zugangsvoraussetzungen teilnehmen. Bestimmte berufliche Vorkenntnisse oder Erfahrungen sind für die Teilnahme an der Maßnahme nicht erforderlich.<br/>Ausnahmeregelungen erfolgen in Abstimmung mit dem JC/der Arbeitsagentur oder der optierenden Kommune. Grundlegende Deutschsprachkenntnisse (Niveau A2 GER) werden vorausgesetzt.</p><br/><br/><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>,bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/S-2370-6?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=S-2370-6
Fachinformatiker Daten- und Prozessanalyse - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-fachinformatiker-daten-prozessanalyse/?utm_campaign=weiterbildung&utm_source=kursnet
Industriemechaniker(in),Berufsbildungswerk Bezirk Mittelfranken Hören Sprache Lernen,rehabuero.bbw-nbg@bezirk-mittelfranken.de,"<p>Hauptschulabschluss, QA erwünscht,<br/>Anmeldung über den Rehaberater</p>",bildungsanbieter,not sent,http://www.bbw-mittelfranken.de
Fachinformatiker Daten- und Prozessanalyse - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-fachinformatiker-daten-prozessanalyse/?utm_campaign=weiterbildung&utm_source=kursnet
Immobilienkaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-immobilienkaufmann-immobilienkauffrau/?utm_campaign=weiterbildung&utm_source=kursnet
"Vorbereitung auf eine Umschulung (kaufmännisch, Lagerlogistik, Schutz und Sicherheit) mit Einführung in die Buchführung",TÜV Rheinland Akademie GmbH,servicecenter@de.tuv.com,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2.</p>,bildungsanbieter,not sent,https://www.viona.online/kursdetail/zu-k-4047?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-K-4047-1_T%C3%9CV_RLA
Grundlagen für Wirtschafts- und Dienstleistungsberufe inkl. moderne Arbeitswelt,WBS TRAINING SE,info@wbstraining.de,<p>abgeschlossene Berufsausbildung oder mehrjährige Berufserfahrung (für Teilnehmende ohne formalen Berufsabschluss)</p>,bildungsanbieter,not sent,https://www.wbstraining.de/kn/grundlagen-wirtschafts-dienstleistungsberufe/
Erwerb von Grundkompetenzen,IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,<p>An der Maßnahme können Teilnehmer mit unterschiedlichen Zugangsvoraussetzungen teilnehmen. Bestimmte berufliche Vorkenntnisse oder Erfahrungen sind für die Teilnahme an der Maßnahme nicht erforderlich.<br/>Ausnahmeregelungen erfolgen in Abstimmung mit dem JC/der Arbeitsagentur oder der optierenden Kommune. Grundlegende Deutschsprachkenntnisse (Niveau A2 GER) werden vorausgesetzt.</p><br/><br/><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>,bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/S-2370-6?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=S-2370-6
Prüfungsvorbereitung Fachkraft für Gastronomie (IHK),cpi consulting + training GmbH,anfrage@cpi.de,"<ul><li> Abgeschlossene Ausbildung oder ein Studium bzw. ein abgebrochenes Hochschulstudium oder ausreichende Berufserfahrung.</li><li> Sichere Deutschkenntnisse in Wort und Schrift.</li><li> Grundkenntnisse in Englisch und EDV sind von Vorteil.</li><li> Ein internes Auswahlverfahren in Form eines Fachgesprächs ist mit dem Ergebnis ""gut geeignet"" zu bestehen.</li></ul><p>Darüber hinaus gelten die Zugangsvoraussetzungen des Kostenträgers. Ausnahmen können in Absprache mit der cpi consulting + training GmbH und dem Kostenträger vereinbart werden.<br/>Die beruflichen und schulischen Zugangsvoraussetzungen werden anhand des Lebenslaufs, vorgelegter Zeugnisse und Zertifikate oder durch eine Eignungsfeststellung im Rahmen eines ausführlichen Fachgesprächs überprüft.</p>",bildungsanbieter,not sent,https://www.cpi.de/gastgewerbe-service/pruefungsvorbereitung-fachkraft-gastronomie-ihk/?utm_campaign=weiterbildung&utm_source=kursnet
Fachfrau/-mann für Restaurants und Veranstaltungsgastronomie - Kat. III.,CJD Berchtesgaden,aleksandar.berischa@cjd.de,<p>Agentur für Arbeit - Vorstellungsgespräch - Aufnahmeverfahren</p>,bildungsanbieter,not sent,
Fachinformatiker Systemintegration - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Abgeschlossene Ausbildung oder ausreichende Berufspraxis im kaufmännischen oder im gewerblich-technischen Bereich oder ein Studium bzw. ein abgebrochenes Hochschulstudium sowie Rehabilitanden:innen aus unterschiedlichen Berufsbereichen.</li><li> Affinität für den IT-Bereich.</li><li> Analytisches Denkvermögen wünschenswert.</li><li> Deutsch in Wort und Schrift.</li><li> Grundkenntnisse in Englisch.</li><li> Ein internes Auswahlverfahren im Rahmen eines Fachgesprächs ist mit &quot;gut geeignet&quot; zu bestehen.</li></ul><p>Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers, Ausnahmen sind in Absprache mit dem COMCAVE.COLLEGE® und dem Kostenträger möglich.<br/>Die beruflichen und schulischen Zugangsvoraussetzungen werden anhand von Lebenslauf, Zeugnissen und Zertifikaten sowie ggf. eines zusätzlichen schriftlichen Eignungstests im Rahmen eines ausführlichen persönlichen Fachgespräches geprüft.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-fachinformatiker-systemintegration/?utm_campaign=weiterbildung&utm_source=kursnet
